doc_id,base_E_pred,base_E_resp,description,country,queries,carb,fat,energy,protein,base_E_mae,CoT_E_pred,CoT_E_resp,CoT_E_mae,base_pred,base_resp,base_mae
122,150.0,"['{""total_carbohydrates"": 150}']","['Pasta with cream sauce and seafood, home recipe', 'Pasta with cream sauce and poultry, home recipe']",USA,"Tonight’s dinner is 250 grams of pasta with cream sauce and seafood, plus 250 grams of pasta with cream sauce and poultry.",83.57,33.870000000000005,767.5,30.96,66.43,150.0,"['The meal consists of 250 grams of pasta with cream sauce and seafood, and 250 grams of pasta with cream sauce and poultry.\n\n1. Pasta with cream sauce and seafood:\n   - 250 grams of pasta with cream sauce and seafood typically contains about 30g of carbohydrates per 100g.\n   - Therefore, 250g would contain (30 * 2.5) = 75g of carbohydrates.\n\n2. Pasta with cream sauce and poultry:\n   - Similarly, 250 grams of pasta with cream sauce and poultry would also contain about 30g of carbohydrates per 100g.\n   - Therefore, 250g would contain (30 * 2.5) = 75g of carbohydrates.\n\nAdding the carbohydrates from both dishes:\nTotal carbohydrates = 75g + 75g = 150g\n\nOutput: {""total_carbohydrates"": 150}']",66.43,150.0,"['{{""total_carbohydrates"": 150}}']",66.43
431,145.5,"['{""total_carbohydrates"": 145.5}']","['Alfalfa Sprouts', 'Apple Green', ""Domino'S Crunchy Thin Crust Hawaiian Feast Pizza 14 Inch"", 'Lemon', 'Musk Lime', 'Popia With Vegetarian Chicken', 'Syrup Water And Sugar']",MYS,"I had 0.69g of Alfalfa Sprouts and 120g of Apple Green for dinner, along with a 350g Hawaiian Feast Pizza from Domino's. I also had a 50.4g lemon and 12.1g of Musk Lime, plus some Popia with Vegetarian Chicken weighing 51.35g and 150g of syrup water and sugar.",109.86,47.31,1013.0,41.06999999999999,35.64,175.29,"['The meal consists of the following items:\n\n1. 0.69g of Alfalfa Sprouts: Alfalfa sprouts have negligible carbohydrates due to the small amount, approximately 0g carbs.\n\n2. 120g of Apple Green: Apples have about 13.8g of carbs per 100g.\n   - 120g of apple: 120 * (13.8 / 100) = 16.56g carbs.\n\n3. 350g Hawaiian Feast Pizza from Domino\'s: A typical Hawaiian pizza has about 30g of carbs per 100g.\n   - 350g of pizza: 350 * (30 / 100) = 105g carbs.\n\n4. 50.4g lemon: Lemons have about 9.3g of carbs per 100g.\n   - 50.4g of lemon: 50.4 * (9.3 / 100) = 4.69g carbs.\n\n5. 12.1g of Musk Lime: Limes have about 10.5g of carbs per 100g.\n   - 12.1g of lime: 12.1 * (10.5 / 100) = 1.27g carbs.\n\n6. 51.35g of Popia with Vegetarian Chicken: Assuming a typical popia has about 20g of carbs per 100g.\n   - 51.35g of popia: 51.35 * (20 / 100) = 10.27g carbs.\n\n7. 150g of syrup water and sugar: Assuming a typical sugar syrup has about 25g of carbs per 100g.\n   - 150g of syrup: 150 * (25 / 100) = 37.5g carbs.\n\nAdding up the carbohydrates from all items:\n0 + 16.56 + 105 + 4.69 + 1.27 + 10.27 + 37.5 = 175.29g carbs.\n\nOutput: {""total_carbohydrates"": 175.29}']",65.42999999999999,160.5,"['{{""total_carbohydrates"": 160.5}}']",50.64
520,366.0,"['{""total_carbohydrates"": 366}']","['Baobab leaves, PROCESS = Boiling, QUALITATIVE-INFO = Fresh', 'Chicory coffee ingredient', 'Cow, ox or bull fresh meat,  PROCESS=Boiling', 'Dried fish,  STATE=Fine powder,  PROCESS=Boiling', 'Onions, PROCESS=Boiling', 'Paprika powder', 'Rice grain,  PROCESS=Boiling', 'Salt,  PROCESS=Boiling', 'Salt, INGREDIENT = Potassium, PHYSICAL-STATE = Liquid', 'Shea butter,  PROCESS=Boiling', 'Sorghum flour, PROCESS = Drying (dehydration), PROCESS = Boiling, QUALITATIVE-INFO = White, PART-CONSUMED-ANALYSED = With husks', 'Stock cubes or granulate (bouillon base)']",BFA,"For lunch, I made a dish with 8g of fresh boiled baobad leaves, 1g of chicory coffee ingredient, 20g of boiled beef, 11g of fine powdered dried fish, 28g of boiled onions, 0g of paprika powder, 1007g of boiled rice, 5g of salt, 7g of liquid potassium salt, 24g of shea butter, 105g of boiled dried sorghum flour, and 7g fo stock cubes for added flavor.",371.3,36.2,1999.0,73.10000000000001,5.300000000000011,306.61,"['The meal consists of the following items with their respective serving sizes:\n\n1. 8g of fresh boiled baobab leaves\n2. 1g of chicory coffee ingredient\n3. 20g of boiled beef\n4. 11g of fine powdered dried fish\n5. 28g of boiled onions\n6. 0g of paprika powder\n7. 1007g of boiled rice\n8. 5g of salt\n9. 7g of liquid potassium salt\n10. 24g of shea butter\n11. 105g of boiled dried sorghum flour\n12. 7g of stock cubes\n\nNow, let\'s estimate the carbohydrates for each item:\n\n1. Fresh boiled baobab leaves: Approximately 8g of baobab leaves have negligible carbohydrates.\n2. Chicory coffee ingredient: 1g has negligible carbohydrates.\n3. Boiled beef: 20g has 0g carbohydrates.\n4. Fine powdered dried fish: 11g has 0g carbohydrates.\n5. Boiled onions: 28g of onions have about 2.6g of carbohydrates.\n6. Paprika powder: 0g has 0g carbohydrates.\n7. Boiled rice: 1007g of boiled rice has about 28g of carbohydrates per 100g, so 1007g has (1007/100) * 28 = 281.96g of carbohydrates.\n8. Salt: 5g has 0g carbohydrates.\n9. Liquid potassium salt: 7g has 0g carbohydrates.\n10. Shea butter: 24g has 0g carbohydrates.\n11. Boiled dried sorghum flour: 105g has about 21g of carbohydrates per 100g, so 105g has (105/100) * 21 = 22.05g of carbohydrates.\n12. Stock cubes: 7g has negligible carbohydrates.\n\nAdding up the carbohydrates:\nTotal carbohydrates = 0 + 0 + 0 + 0 + 2.6 + 0 + 281.96 + 0 + 0 + 0 + 22.05 + 0 = 306.61g\n\nOutput: {""total_carbohydrates"": 306.61}']",64.69,285.5,"['{{""total_carbohydrates"": 285.5}}']",85.80000000000001
528,103.5,"['{""total_carbohydrates"": 103.5}']","['Dried vegetables, SOURCE-COMMODITIES = Roselle leaves, PROCESS = Boiling', 'Millet flour, PROCESS = Drying (dehydration), PROCESS = Boiling, PART-CONSUMED-ANALYSED = With husks', 'Peanuts,  PART=W/o husks, PROCESS=Boiling', 'Salt,  PROCESS=Boiling', 'Salt, INGREDIENT = Potassium, PHYSICAL-STATE = Liquid', 'Stink beans (dry),  PROCESS=Fermentation,  PROCESS=Boiling', 'Stock cubes or granulate (bouillon base)']",BFA,"For a snack, I'm having 14g of boiled Roselle leaves, 105g of millet flour that's been boiled, and 19g of boiled peanuts. I also have 14g of dried Roselle leaves, some salt (4g and another 17g), a bit of stink beans (1g), and a sprinkle of stock cubes (1g). Everything's boiled, giving it a nice flavor!",87.9,13.5,549.0,20.5,15.599999999999994,25.46,"['The meal consists of the following items:\n\n1. 14g of boiled Roselle leaves\n2. 105g of boiled millet flour\n3. 19g of boiled peanuts\n4. 14g of dried Roselle leaves\n5. Salt (4g and another 17g)\n6. 1g of stink beans\n7. 1g of stock cubes\n\nLet\'s estimate the carbohydrates for each item:\n\n1. Boiled Roselle leaves: Roselle leaves are low in carbohydrates. 14g of boiled Roselle leaves have approximately 0.5g of carbs.\n2. Boiled millet flour: Millet flour is high in carbohydrates. 100g of boiled millet flour has about 21g of carbs. Therefore, 105g has approximately 21 * (105/100) = 22.05g of carbs.\n3. Boiled peanuts: Peanuts are relatively low in carbohydrates. 100g of boiled peanuts have about 9g of carbs. Therefore, 19g has approximately 9 * (19/100) = 1.71g of carbs.\n4. Dried Roselle leaves: Dried Roselle leaves are also low in carbohydrates. 14g of dried Roselle leaves have approximately 1g of carbs.\n5. Salt: Salt contains 0g of carbohydrates.\n6. Stink beans: Stink beans are low in carbohydrates. 1g of stink beans has approximately 0.1g of carbs.\n7. Stock cubes: Stock cubes are low in carbohydrates. 1g of stock cubes has approximately 0.1g of carbs.\n\nNow, let\'s add up the carbohydrates:\n\nTotal carbohydrates = 0.5 + 22.05 + 1.71 + 1 + 0 + 0.1 + 0.1 = 25.46g\n\nOutput: {""total_carbohydrates"": 25.46}']",62.440000000000005,72.5,"['{{""total_carbohydrates"": 72.5}}']",15.400000000000006
197,180.0,"['{""total_carbohydrates"": 180}']","['Soft drink, cola', 'Burrito with meat, beans, and rice']",USA,"My lunch consists of a 372-gram soft drink and a burrito with meat, beans, and rice that weighs 482 grams.",123.37,53.08,1173.26,50.61,56.629999999999995,181.8,"['The meal consists of a 372-gram soft drink and a 482-gram burrito with meat, beans, and rice.\n\n1. **Soft Drink:**\n   - A typical soft drink has about 10g of carbohydrates per 100g.\n   - For a 372g soft drink: \\( 372 \\times \\frac{10}{100} = 37.2 \\)g of carbohydrates.\n\n2. **Burrito:**\n   - A burrito with meat, beans, and rice typically has about 30g of carbohydrates per 100g.\n   - For a 482g burrito: \\( 482 \\times \\frac{30}{100} = 144.6 \\)g of carbohydrates.\n\n3. **Total Carbohydrates:**\n   - Total carbohydrates = 37.2g (soft drink) + 144.6g (burrito) = 181.8g\n\nOutput: {""total_carbohydrates"": 181.8}']",58.43000000000001,156.0,"['{{""total_carbohydrates"": 156}}']",32.629999999999995
403,50.5,"['{""total_carbohydrates"": 50.5}']","['""Kurkuto"", wheat flour (oil, butter, red chili, salt)', 'Corn bread, unleavened (â\x80\x98Qitaâ\x80\x99)', ""Cow's milk,whole, fresh and not boiled""]",ETH,"For breakfast, I'm having 98g of Kurkuto made with wheat flour, oil, butter, red chili, and salt, alongside 50g of unleavened corn bread, and 148g of fresh whole cow's milk.",53.2,20.9,392.0,10.8,2.700000000000003,107.96,"['The meal consists of 98g of Kurkuto, 50g of unleavened corn bread, and 148g of fresh whole cow\'s milk.\n\n1. **Kurkuto (98g):**  \n   Kurkuto is made with wheat flour, oil, butter, red chili, and salt. The primary carbohydrate source here is wheat flour. Assuming Kurkuto is similar to a wheat-based snack, we can estimate the carbohydrate content based on wheat flour. Wheat flour has approximately 72g of carbohydrates per 100g.  \n   Assuming Kurkuto is mostly wheat flour, 98g of Kurkuto would have approximately 98 * (72 / 100) = 70.56g of carbohydrates.\n\n2. **Unleavened Corn Bread (50g):**  \n   Corn bread typically has about 60g of carbohydrates per 100g.  \n   Therefore, 50g of unleavened corn bread would have 50 * (60 / 100) = 30g of carbohydrates.\n\n3. **Fresh Whole Cow\'s Milk (148g):**  \n   Whole milk has about 5g of carbohydrates per 100g.  \n   Therefore, 148g of milk would have 148 * (5 / 100) = 7.4g of carbohydrates.\n\nAdding up the carbohydrates from all items:  \n70.56g (Kurkuto) + 30g (Corn Bread) + 7.4g (Milk) = 107.96g\n\nOutput: {""total_carbohydrates"": 107.96}']",54.75999999999999,66.8,"['{{""total_carbohydrates"": 66.8}}']",13.599999999999994
521,82.5,"['{""total_carbohydrates"": 82.5}']","['Dried vegetables, SOURCE-COMMODITIES = Okra, PROCESS = Boiling', 'Millet flour, PROCESS = Drying (dehydration), PROCESS = Boiling, PART-CONSUMED-ANALYSED = With husks', 'Salt,  PROCESS=Boiling', 'Salt, INGREDIENT = Potassium, PHYSICAL-STATE = Liquid', 'Stock cubes or granulate (bouillon base)']",BFA,"I’ve got a snack that includes 4g of dried okra, 105g of boiled millet flour, 1g of salt, 3g of liquid potassium salt, and 1g of stock cubes.",76.2,4.5,402.0,12.2,6.299999999999997,22.0,"['The meal consists of 4g of dried okra, 105g of boiled millet flour, 1g of salt, 3g of liquid potassium salt, and 1g of stock cubes.\n\n1. Dried okra: 4g of dried okra has approximately 0.8g of carbs (assuming about 20g of carbs per 100g).\n2. Boiled millet flour: 105g of boiled millet flour has approximately 21g of carbs (assuming about 20g of carbs per 100g when boiled).\n3. Salt: 1g of salt has 0g of carbs.\n4. Liquid potassium salt: 3g of liquid potassium salt has 0g of carbs.\n5. Stock cubes: 1g of stock cubes has approximately 0.2g of carbs (assuming about 20g of carbs per 100g).\n\nTotal carbohydrates = 0.8 + 21 + 0 + 0 + 0.2 = 22\n\nOutput: {""total_carbohydrates"": 22}']",54.2,72.5,"['{{""total_carbohydrates"": 72.5}}']",3.700000000000003
374,82.5,"['{""total_carbohydrates"": 82.5}']","['Chapatti, brown rice flour with ghee', 'Green gram, split, curry', 'Potato curry']",PAK,"For lunch, I have 122.6 grams of chapatti with ghee, along with a small serving of 10.2g split green gram curry and 18.4g potato curry.",111.3,8.9,576.0,10.7,28.799999999999997,59.83,"['The meal consists of 122.6g of chapatti with ghee, 10.2g of split green gram curry, and 18.4g of potato curry.\n\n1. Chapatti with ghee: \n   - A standard chapatti (about 40g) has approximately 18g of carbs. \n   - 122.6g of chapatti would be about 3 times the standard size, so 18g * (122.6 / 40) = 55.17g of carbs.\n\n2. Split green gram curry:\n   - Split green gram (moong dal) has about 15g of carbs per 100g.\n   - 10.2g of split green gram curry would have 15 * (10.2 / 100) = 1.53g of carbs.\n\n3. Potato curry:\n   - Potatoes have about 17g of carbs per 100g.\n   - 18.4g of potato curry would have 17 * (18.4 / 100) = 3.13g of carbs.\n\nAdding these up gives the total carbohydrates:\n55.17 + 1.53 + 3.13 = 59.83\n\nOutput: {""total_carbohydrates"": 59.83}']",51.47,51.8,"['{{""total_carbohydrates"": 51.8}}']",59.5
388,54.8,"['{""total_carbohydrates"": 54.8}']","['PELARGON, WITH IRON', 'SUGAR, WHITE, REFINED']",PHL,"For my snack, I’m having 96g of pelargon along with 8.8g of refined sugar.",64.11,16.32,472.0,15.84,9.310000000000002,12.64,"['The meal consists of 96g of pelargon and 8.8g of refined sugar.\n\n1. Pelargon is a type of fermented milk product similar to yogurt. Assuming it is similar to plain yogurt, 100g of plain yogurt typically contains about 4g of carbohydrates. Therefore, 96g of pelargon would contain approximately:\n   \\[\n   96 \\times \\frac{4}{100} = 3.84 \\text{g of carbohydrates}\n   \\]\n\n2. Refined sugar is pure carbohydrate, so 8.8g of refined sugar contains 8.8g of carbohydrates.\n\nAdding these together gives the total carbohydrates:\n\\[\n3.84 + 8.8 = 12.64 \\text{g of carbohydrates}\n\\]\n\nOutput: {""total_carbohydrates"": 12.64}']",51.47,-1.0,"['{{""total_carbohydrates"": -1}}']",65.11
309,276.5,"['{""total_carbohydrates"": 276.5}']","['* beans,cranberry (solwezi),dried,raw *boiled*', '* maize flour,white variety,breakfast meal (refined),raw *bo', '* onion, large bulb, fresh, raw *boiled*', '* tomato,ripe,fresh,raw *boiled*', 'groundnuts,in-shell,dried,boiled']",ZMB,"For a snack, I had 55 grams of boiled cranberry beans, 118 grams of raw white maize flour breakfast meal, 10 grams of boiled large onion, 34 grams of boiled ripe tomato, and 453 grams of boiled groundnuts.",225.3,102.6,2070.0,82.9,51.19999999999999,175.73,"['The meal consists of the following items:\n\n1. 55 grams of boiled cranberry beans\n2. 118 grams of raw white maize flour breakfast meal\n3. 10 grams of boiled large onion\n4. 34 grams of boiled ripe tomato\n5. 453 grams of boiled groundnuts\n\nLet\'s estimate the carbohydrates for each item:\n\n1. **Boiled cranberry beans**: Cranberry beans have about 27g of carbs per 100g when boiled. For 55g, the carbs are (27 * 55 / 100) = 14.85g.\n\n2. **Raw white maize flour breakfast meal**: Raw maize flour has about 73g of carbs per 100g. For 118g, the carbs are (73 * 118 / 100) = 86.14g.\n\n3. **Boiled large onion**: Onions have about 9g of carbs per 100g when boiled. For 10g, the carbs are (9 * 10 / 100) = 0.9g.\n\n4. **Boiled ripe tomato**: Tomatoes have about 4g of carbs per 100g when boiled. For 34g, the carbs are (4 * 34 / 100) = 1.36g.\n\n5. **Boiled groundnuts**: Groundnuts (peanuts) have about 16g of carbs per 100g when boiled. For 453g, the carbs are (16 * 453 / 100) = 72.48g.\n\nNow, let\'s add up the carbohydrates:\n\nTotal carbohydrates = 14.85 + 86.14 + 0.9 + 1.36 + 72.48 = 175.73g\n\nOutput: {""total_carbohydrates"": 175.73}']",49.57000000000002,276.3,"['{{""total_carbohydrates"": 276.3}}']",51.0
496,47.5,"['{""total_carbohydrates"": 47.5}']","['COCOA POWDER', 'MILK 2% FAT', 'PATTY WITH CURD', 'SUGAR']",BGR,"I'm having a breakfast with 6g of cocoa powder, 100g of 2% milk, a 120g patty filled with curd, and 5g of sugar.",64.5,24.3,535.0,14.6,17.0,16.8,"['The meal consists of 6g of cocoa powder, 100g of 2% milk, a 120g patty filled with curd, and 5g of sugar.\n\n1. 6g of cocoa powder has approximately 2g of carbs.\n2. 100g of 2% milk has approximately 5g of carbs.\n3. A 120g patty filled with curd: Assuming the curd is the main component, and considering a typical curd has about 4g of carbs per 100g, the patty would have approximately 4.8g of carbs.\n4. 5g of sugar has approximately 5g of carbs.\n\nTotal carbohydrates = 2 + 5 + 4.8 + 5 = 16.8\n\nOutput: {""total_carbohydrates"": 16.8}']",47.7,16.9,"['{{""total_carbohydrates"": 16.9}}']",47.6
474,109.5,"['{""total_carbohydrates"": 109.5}']","['Amaranth leaves, PROCESS = Boiling, QUALITATIVE-INFO = Without added salt', 'Chives, PROCESS = Steaming', 'Palm oil/fat, QUALITATIVE-INFO = Red', 'Peanuts, PROCESS = Boiling', 'Porridge water based (ready to eat), INGREDIENT = Maize grain, QUALITATIVE-INFO = Hard', 'Salt', 'Stock cube or granulate, beef, PROCESS = Drying (dehydration), GENERIC-TERM = Other', 'Tomatoes, PROCESS = Boiling, QUALITATIVE-INFO = Ripe / mature, QUALITATIVE-INFO = Without added salt, QUALITATIVE-INFO = Red']",COD,"For breakfast, I'm having 139.5g of boiled amaranth leaves, 12.1g of steamed chives, and 36.2g of red palm oil. I also have 38.8g of boiled peanuts, a hearty serving of 365.0g of ready-to-eat maize porridge, a pinch of 4.6g of salt, and a touch of 0.4g of dried beef stock for flavor. To round it off, I'm enjoying 12.9g of ripe, red tomatoes that I boiled without added salt.",113.9,48.400000000000006,947.0,21.1,4.400000000000006,67.62,"['The meal consists of the following items:\n\n1. 139.5g of boiled amaranth leaves\n2. 12.1g of steamed chives\n3. 36.2g of red palm oil\n4. 38.8g of boiled peanuts\n5. 365.0g of ready-to-eat maize porridge\n6. 4.6g of salt\n7. 0.4g of dried beef stock\n8. 12.9g of boiled ripe, red tomatoes\n\nLet\'s estimate the carbohydrates for each item:\n\n1. Boiled amaranth leaves: Approximately 4g of carbs per 100g. For 139.5g, the carbs are (4 * 139.5 / 100) = 5.58g.\n2. Steamed chives: Approximately 4.35g of carbs per 100g. For 12.1g, the carbs are (4.35 * 12.1 / 100) = 0.53g.\n3. Red palm oil: Contains 0g of carbs.\n4. Boiled peanuts: Approximately 16.13g of carbs per 100g. For 38.8g, the carbs are (16.13 * 38.8 / 100) = 6.26g.\n5. Ready-to-eat maize porridge: Approximately 15g of carbs per 100g. For 365.0g, the carbs are (15 * 365 / 100) = 54.75g.\n6. Salt: Contains 0g of carbs.\n7. Dried beef stock: Contains negligible carbs, approximately 0g.\n8. Boiled ripe, red tomatoes: Approximately 3.89g of carbs per 100g. For 12.9g, the carbs are (3.89 * 12.9 / 100) = 0.50g.\n\nNow, let\'s add up the carbohydrates:\n\nTotal carbohydrates = 5.58 + 0.53 + 0 + 6.26 + 54.75 + 0 + 0 + 0.50 = 67.62g\n\nOutput: {""total_carbohydrates"": 67.62}']",46.28,78.5,"['{{""total_carbohydrates"": 78.5}}']",35.400000000000006
59,45.0,"['{""total_carbohydrates"": 45}']","['Nutritional drink or shake, high protein, light, ready-to-drink, NFS']",USA,I have a 341g high protein nutritional drink for lunch.,58.96,18.35,470.58,18.35,13.96,15.0,"['The meal consists of a 341g high protein nutritional drink.\n\n1. High protein nutritional drinks can vary widely in carbohydrate content, but they often contain around 10-20g of carbohydrates per serving (typically around 240-350ml or grams).\n\n2. Given the total energy content of 470.58 kcal, this suggests a substantial amount of protein and possibly some carbohydrates and fats.\n\n3. Without specific nutritional information for this particular drink, it\'s challenging to determine the exact carbohydrate content. However, assuming a moderate carbohydrate content for a high protein drink, let\'s estimate around 15g of carbohydrates per 341g serving.\n\nOutput: {""total_carbohydrates"": 15}']",43.96,-1.0,"['{{""total_carbohydrates"": -1}}']",59.96
41,44.0,"['{""total_carbohydrates"": 44}']","['Soup, mostly noodles']",USA,"For my snack, I’m enjoying a bowl of noodle soup that’s 370 grams.",33.93,9.92,247.9,5.74,10.07,77.7,"['The meal consists of a bowl of noodle soup weighing 370 grams.\n\n1. Noodle soup typically contains noodles, broth, and possibly vegetables or meat. The primary source of carbohydrates in noodle soup is the noodles.\n2. Without specific details on the type of noodles or additional ingredients, we\'ll assume a standard noodle soup.\n3. Cooked noodles generally have about 21g of carbohydrates per 100g.\n4. Therefore, for 370g of noodle soup, assuming the noodles are the primary carbohydrate source, we estimate the carbohydrates as follows:\n\n370g * (21 / 100) = 77.7g of carbohydrates.\n\nOutput: {""total_carbohydrates"": 77.7}']",43.77,45.0,"['{{""total_carbohydrates"": 45}}']",11.07
